index	Field	Intensity
969	3544.623656	2451.621094
970	3544.721408	90.62109375
971	3544.819159	2588.621094
972	3544.916911	1528.621094
973	3545.014663	1386.621094
974	3545.112414	2039.621094
975	3545.210166	2382.621094
976	3545.307918	2622.621094
977	3545.40567	2191.621094
978	3545.503421	2390.621094
979	3545.601173	1400.621094
980	3545.698925	2380.621094
981	3545.796676	1550.621094
982	3545.894428	972.6210938
983	3545.99218	2750.621094
984	3546.089932	1785.621094
985	3546.187683	2997.621094
986	3546.285435	2072.621094
987	3546.383187	3264.621094
988	3546.480938	1239.621094
989	3546.57869	2065.621094
990	3546.676442	1189.621094
991	3546.774194	2301.621094
992	3546.871945	719.6210938
993	3546.969697	1379.621094
994	3547.067449	2827.621094
995	3547.1652	2082.621094
996	3547.262952	871.6210938
997	3547.360704	3268.621094
998	3547.458456	1848.621094
999	3547.556207	824.6210938
1000	3547.653959	1184.621094
1001	3547.751711	2032.621094
1002	3547.849462	1191.621094
1003	3547.947214	915.6210938
1004	3548.044966	2264.621094
1005	3548.142717	3280.621094
1006	3548.240469	1181.621094
1007	3548.338221	966.6210938
1008	3548.435973	4798.621094
1009	3548.533724	1584.621094
1010	3548.631476	1089.621094
1011	3548.729228	1577.621094
1012	3548.826979	2500.621094
1013	3548.924731	1031.621094
1014	3549.022483	2223.621094
1015	3549.120235	1545.621094
1016	3549.217986	2926.621094
1017	3549.315738	2352.621094
1018	3549.41349	2061.621094
1019	3549.511241	1763.621094
1020	3549.608993	1718.621094
1021	3549.706745	3268.621094
1022	3549.804497	2959.621094
1023	3549.902248	1477.621094
1024	3550	2791.621094
